age,income,loan_amount,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_duration,interest_rate,default
27,182001,200242,339,24,8,13,0.56,60,24.98,0
42,150393,79489,460,0,1,2,0.31,24,23.96,0
35,138549,13381,836,13,0,6,0.27,36,18.8,0
36,87635,421454,719,23,5,1,0.34,12,19.42,0
53,38760,149867,394,10,2,4,0.78,36,19.7,0
27,157432,494180,741,24,6,8,0.43,36,21.98,0
50,156385,67999,765,27,5,11,0.33,24,23.94,0
67,145674,317051,587,6,6,11,0.44,24,12.81,0
22,151873,407854,711,16,4,9,0.08,24,12.16,0
64,29130,337611,699,3,0,7,0.85,60,13.13,1
66,160343,309767,827,9,2,11,0.55,36,17.52,0
52,162147,174564,317,16,2,7,0.14,12,20.06,1
61,122215,424627,435,3,6,10,0.31,24,22.15,1
51,165056,377868,763,18,2,1,0.94,24,13.04,0
50,103095,156606,547,17,4,0,0.58,36,10.99,0
38,75942,427397,300,16,3,8,0.31,12,24.63,1
34,158933,370213,680,5,3,9,0.43,24,8.1,0
39,113970,24996,808,27,6,11,0.28,36,7.88,0
65,97203,208161,759,6,0,3,0.08,48,18.74,0
54,167049,110682,804,5,6,8,0.81,60,6.95,0
32,196689,350753,775,24,7,10,0.31,36,11.79,0
52,103177,470882,331,11,2,13,0.8,24,9.43,1
45,87902,165477,417,8,2,11,0.48,12,6.71,0
24,107172,368634,483,17,3,10,0.21,48,15.75,1
49,161702,262972,490,1,5,6,0.77,12,11.22,1
28,35056,76325,373,24,6,11,0.39,12,13.17,0
27,153454,33930,402,16,0,5,0.69,12,7.31,0
26,70739,381570,719,20,3,9,0.8,36,19.89,1
31,96685,22529,772,0,6,12,0.92,36,9.92,0
30,63639,58546,413,22,1,8,0.13,60,10.54,0
42,192113,275086,678,8,0,9,0.06,48,8.55,0
19,15992,274692,612,5,0,3,0.54,12,12.56,0
52,87394,382392,629,29,9,13,0.29,24,13.2,0
24,82657,416512,638,1,5,0,0.47,12,14.65,0
38,42160,187088,537,5,4,4,0.12,48,24.29,0
35,60156,102780,472,8,0,12,0.5,12,22.9,1
20,197447,267440,378,2,9,5,0.16,36,16.41,0
59,101442,72945,763,15,2,5,0.8,36,3.86,0
56,165644,64980,800,24,6,11,0.73,48,16.47,0
58,132925,323926,584,23,8,0,0.12,60,4.97,0
66,19136,170301,522,14,8,14,0.8,12,18.63,0
28,76868,101382,565,28,5,6,0.34,48,11.58,0
56,97263,58444,672,11,2,7,0.37,24,21.43,0
41,47167,302180,532,22,0,11,0.21,24,23.74,0
63,125957,265186,535,7,2,4,0.8,60,12.18,0
36,30479,306466,613,25,9,1,0.41,36,13.13,0
21,134392,163239,679,5,1,1,0.09,48,15.98,0
43,177448,318811,719,2,4,10,0.92,12,7.34,1
55,150895,99527,351,22,7,4,0.28,48,23.4,0
59,34585,88337,808,3,4,6,0.89,60,12.53,0
49,163344,318612,504,26,0,6,0.32,48,6.67,0
56,41619,77894,556,9,2,12,0.8,60,19.78,0
62,90069,451300,484,13,4,3,0.65,60,7.82,1
63,54895,68138,444,20,6,10,0.83,60,6.16,1
53,18720,289732,313,23,4,13,0.93,48,15.38,1
57,34267,330045,545,14,9,2,0.83,24,17.77,0
54,161768,415887,486,6,4,8,0.41,12,15.53,1
50,176040,88038,636,6,6,11,0.78,60,17.44,0
53,68364,488880,558,7,7,13,0.69,36,5.54,1
20,169417,429861,339,9,7,13,0.11,60,13.47,1
26,66567,143709,717,18,6,6,0.89,48,10.85,0
25,106229,398876,650,18,2,1,0.47,60,24.41,0
50,165457,374355,308,1,1,0,0.17,36,4.09,1
23,93518,274066,649,14,0,10,0.43,24,9.56,0
58,97844,98697,383,0,5,1,0.59,48,23.72,0
56,178991,180793,832,9,8,12,0.57,48,24.64,0
21,105697,455472,657,5,2,11,0.57,48,21.15,0
30,72196,257097,677,21,4,2,0.28,36,4.67,0
66,130600,384361,471,12,8,4,0.62,48,15.35,1
19,115625,336650,324,9,8,13,0.87,24,11.8,1
22,146567,205015,692,11,6,14,0.4,12,20.74,0
61,59755,129338,402,23,3,2,0.62,12,4.21,0
44,48324,32843,535,29,1,9,0.27,60,7.34,0
49,93929,145118,709,5,1,8,0.09,12,13.76,0
38,147624,487552,848,5,3,9,0.58,36,6.47,0
25,66272,462201,631,0,0,3,0.09,12,18.24,0
55,181925,478299,831,11,3,6,0.7,36,21.06,1
25,178996,370208,328,22,5,3,0.65,36,18.5,1
67,89462,232997,842,22,5,2,0.38,60,12.69,0
20,169961,131417,318,9,6,9,0.42,12,22.32,1
61,69675,121585,447,24,4,0,0.88,60,6.03,1
20,88591,35346,770,13,8,13,0.06,48,8.73,0
39,168706,224356,790,14,1,11,0.56,24,13.77,0
23,47363,390296,582,27,1,8,0.88,12,4.35,1
19,92004,378913,412,22,3,12,0.87,48,5.11,1
40,55718,107391,754,23,3,10,0.58,48,11.74,0
61,128627,489600,629,3,3,0,0.39,60,23.77,0
19,41870,451742,554,24,0,10,0.14,60,22.99,0
55,52394,340287,698,29,3,12,0.21,24,13.25,0
34,67057,303931,807,0,4,0,0.66,24,6.13,0
52,94795,300727,765,7,8,14,0.06,24,6.92,0
51,95409,148635,706,2,2,0,0.85,24,11.31,0
40,28016,182132,397,13,2,13,0.58,60,7.62,1
47,57137,265609,589,16,4,4,0.09,36,4.83,0
69,146225,126943,455,1,9,6,0.27,60,17.82,1
25,153925,250534,461,14,5,6,0.58,36,15.79,0
39,27379,169762,396,5,2,9,0.08,60,9.41,0
61,161864,378377,676,4,0,0,0.75,60,20.14,0
53,136169,230784,749,13,9,5,0.88,24,20.07,0
22,184439,19925,416,18,7,8,0.92,36,13.8,1
30,164172,222859,805,8,0,5,0.71,48,5.12,0
46,141082,88184,488,7,1,14,0.82,48,23.21,1
48,128089,418324,775,28,2,3,0.6,48,17.71,0
64,26049,81515,622,2,5,14,0.46,24,8.44,0
33,146858,204330,479,17,3,9,0.69,48,16.43,1
59,176771,141427,480,7,3,8,0.25,60,11.91,0
47,137784,313213,586,15,8,12,0.15,24,16.98,0
33,62691,230407,774,29,5,2,0.74,48,13.43,0
29,183112,105854,561,14,1,12,0.91,24,13.68,0
34,72986,321615,822,20,6,9,0.57,60,19.19,0
33,184834,299849,461,14,2,3,0.48,24,16.5,0
29,169672,179981,786,15,8,3,0.53,48,4.76,0
25,109774,224678,480,24,5,3,0.48,24,4.44,0
37,165882,133501,768,0,7,5,0.45,12,9.71,0
20,120315,121361,320,9,0,12,0.9,48,12.47,1
33,72204,189811,574,18,1,10,0.48,60,9.05,0
47,35085,212892,559,4,5,14,0.12,36,17.33,0
62,192926,92273,632,17,2,14,0.74,24,7.29,0
40,185851,290385,765,2,0,10,0.4,24,18.49,0
45,48980,425630,415,3,5,6,0.69,48,20.01,1
68,71117,55818,712,3,4,13,0.57,48,5.74,0
57,160213,156967,836,10,8,8,0.69,12,17.32,0
22,155416,359451,556,8,5,13,0.11,60,24.15,0
37,30896,198481,467,0,4,10,0.08,24,7.24,1
57,104353,453540,832,27,0,2,0.39,24,23.0,0
61,44813,334064,314,24,0,7,0.67,36,16.33,1
18,80679,451771,349,15,0,7,0.25,24,16.0,1
47,156753,123642,603,8,6,0,0.44,24,4.14,0
38,18228,332597,786,10,5,4,0.93,12,19.46,0
37,150654,289833,715,5,4,12,0.24,36,13.52,0
23,26397,200428,604,26,3,9,0.81,24,18.87,0
39,184871,229083,495,16,7,4,0.79,24,20.8,0
35,52011,406468,687,26,7,11,0.85,60,14.52,1
25,94183,297988,754,28,4,7,0.87,24,8.8,0
56,108254,100687,609,11,3,7,0.51,12,6.11,0
49,190336,290509,426,21,1,11,0.66,24,6.53,1
50,57317,142098,474,7,6,1,0.61,24,22.07,0
33,193986,365447,433,15,4,2,0.33,48,5.72,0
29,117489,295667,365,4,2,1,0.3,24,11.46,0
55,191326,146554,692,20,8,0,0.36,36,10.35,0
69,55096,117105,664,0,8,1,0.25,48,22.04,0
51,68785,316032,578,16,9,9,0.73,36,13.51,1
31,67344,118884,662,23,7,5,0.92,36,24.92,0
53,135382,111968,470,28,0,11,0.83,12,19.22,1
50,174484,317254,350,20,2,0,0.25,24,21.72,0
40,125489,226716,627,7,1,5,0.1,36,5.17,0
67,197730,398709,444,9,3,0,0.73,24,8.57,1
62,195621,454410,573,17,1,1,0.4,24,5.98,0
19,26549,87001,454,14,7,7,0.79,12,13.2,1
58,40739,44767,807,19,0,13,0.75,12,18.8,0
38,36209,34550,662,12,3,5,0.61,36,6.72,0
19,122051,149905,624,26,4,8,0.28,36,5.86,0
44,30116,139042,597,29,9,0,0.14,48,16.52,0
26,35045,103315,793,9,3,4,0.28,24,8.07,0
18,172399,100494,845,8,7,6,0.51,24,13.55,0
28,50709,132424,603,12,1,8,0.93,12,4.12,0
20,58617,380999,766,2,8,13,0.11,12,17.97,0
69,172977,87681,538,21,1,10,0.23,36,14.91,0
40,134779,368633,816,26,1,8,0.61,48,17.24,1
43,57919,185249,475,22,1,3,0.32,48,9.06,0
21,98521,465558,709,2,9,12,0.82,12,9.13,1
35,198500,397690,663,0,7,3,0.18,12,20.63,0
23,193966,257411,322,1,2,14,0.92,48,18.81,1
52,21447,469416,617,10,9,3,0.87,48,15.75,0
39,20499,197573,824,13,9,2,0.85,36,16.82,0
60,54041,33900,575,9,7,7,0.21,48,5.07,0
32,46315,19126,528,6,6,4,0.35,24,21.84,0
39,147371,116198,407,22,9,6,0.77,48,19.94,1
54,135506,206762,475,27,3,9,0.78,60,15.99,1
69,151066,223816,619,0,6,5,0.68,48,23.21,0
59,153561,346447,585,25,7,13,0.45,12,6.71,0
29,106647,221651,628,6,5,8,0.33,12,18.11,0
64,47355,446210,655,14,5,13,0.92,60,24.19,1
66,88805,334205,313,25,2,2,0.18,24,9.82,0
59,83367,497280,574,10,4,5,0.09,48,3.34,0
55,124906,21978,370,5,9,2,0.06,48,19.17,0
35,132409,61344,494,26,1,1,0.75,60,3.15,0
62,92355,313792,822,21,4,2,0.1,36,22.2,0
52,131220,268199,405,6,4,1,0.53,36,4.24,0
47,102173,80582,495,6,6,1,0.38,24,17.36,0
41,16996,237459,444,0,3,9,0.18,48,11.3,1
59,59387,86214,649,9,5,10,0.72,48,7.47,0
47,18089,443092,723,20,8,6,0.1,48,22.76,0
31,113827,228232,770,14,3,9,0.34,12,19.42,0
23,35659,375098,515,29,5,14,0.56,36,10.49,0
20,60178,43725,392,29,8,2,0.41,60,9.25,0
33,110965,403471,559,7,9,7,0.28,12,19.19,0
24,96268,473163,840,23,0,12,0.88,12,21.4,1
69,100042,320524,584,18,7,1,0.89,36,18.75,0
31,121471,250720,783,2,0,10,0.42,48,17.08,0
26,85111,58333,671,22,3,10,0.4,24,8.01,0
32,180637,309603,369,14,2,6,0.33,60,21.76,1
38,115435,383662,678,3,3,2,0.82,36,19.49,0
52,104242,266910,578,5,6,8,0.56,24,14.38,0
19,128204,303307,601,24,8,6,0.13,36,14.25,0
44,168956,170043,554,9,8,14,0.82,36,15.52,0
19,32199,494987,563,17,9,8,0.53,36,21.22,0
52,75038,201221,723,15,0,1,0.42,36,19.33,0
35,72786,351874,512,17,9,5,0.35,48,21.84,0
31,124636,286620,399,5,0,4,0.14,12,14.16,0
37,64294,335724,411,18,8,13,0.91,36,16.74,1
35,180250,256831,607,16,3,1,0.72,24,21.8,0
27,158737,372720,774,17,2,3,0.17,24,8.11,0
42,15534,353737,847,29,8,3,0.51,24,12.77,0
19,106828,205122,411,12,4,7,0.55,12,16.65,1
42,51132,211598,386,6,5,12,0.2,12,23.13,1
50,130720,376215,482,19,0,6,0.43,24,3.35,1
53,51110,119832,464,11,0,12,0.63,48,7.68,1
48,78580,405723,389,1,6,4,0.31,12,8.16,1
31,168541,468609,754,26,9,8,0.35,12,10.19,0
18,79016,148190,537,11,7,0,0.16,48,9.2,0
63,61233,186601,833,11,7,3,0.42,36,15.98,0
33,144863,73682,357,23,6,4,0.58,12,22.48,0
63,121311,228009,841,3,8,7,0.15,24,17.01,0
69,49409,452392,701,3,0,2,0.6,24,8.31,0
20,165396,251553,818,17,1,13,0.41,48,22.0,0
52,154810,358857,496,15,2,11,0.66,24,16.91,1
58,39054,371204,345,13,4,4,0.33,60,7.82,0
23,44709,140486,829,16,3,2,0.56,24,10.96,0
42,124321,88030,696,16,3,12,0.6,48,20.38,0
30,15363,125360,373,2,7,6,0.67,48,19.26,1
51,25358,353117,715,5,7,9,0.73,48,15.68,1
25,149312,460353,634,22,6,2,0.17,60,6.18,0
38,60689,140009,595,12,0,6,0.92,12,20.67,0
51,16936,303875,383,8,9,13,0.81,36,9.77,1
21,127272,485078,314,20,3,1,0.56,24,19.98,0
42,106074,174737,433,8,0,6,0.85,12,17.25,1
32,190037,472726,777,7,4,8,0.39,48,8.81,0
21,15882,415716,618,16,2,11,0.08,12,7.67,0
62,166296,119360,691,15,2,4,0.7,12,5.88,0
29,120227,268894,778,15,3,11,0.9,60,8.32,0
49,140865,70018,667,26,1,5,0.2,48,6.47,0
49,138745,402243,666,27,6,12,0.63,48,16.58,1
45,176897,245904,587,18,3,9,0.78,24,16.17,0
30,43885,141817,677,23,4,10,0.86,24,15.9,0
48,186128,197803,762,15,1,2,0.3,24,17.12,0
31,149275,91984,312,24,5,12,0.17,24,20.93,0
37,148316,375127,835,13,8,9,0.27,12,23.1,0
35,113322,295595,467,19,7,4,0.57,12,8.07,0
46,83619,360887,569,13,7,12,0.88,24,15.93,1
23,36584,338618,369,13,1,14,0.57,24,4.72,1
49,23521,197608,617,13,3,4,0.88,24,5.64,0
46,196089,17150,675,11,7,2,0.74,36,17.4,0
60,48541,280550,388,5,0,7,0.59,24,13.7,1
19,44063,155853,556,19,7,5,0.07,36,19.68,0
40,85268,193489,516,12,2,12,0.35,24,12.36,0
36,141218,383191,749,15,7,2,0.1,48,5.81,0
48,133206,391115,843,8,5,0,0.34,60,22.19,0
68,185635,370301,440,1,6,9,0.11,12,4.82,1
22,185824,23325,460,21,1,0,0.2,48,7.16,0
36,148639,204756,331,26,0,12,0.42,60,9.09,1
51,162193,361559,451,28,5,10,0.51,36,24.9,1
27,147746,209541,559,2,2,9,0.25,12,12.17,0
42,91411,407652,578,9,3,11,0.71,36,14.04,1
19,124876,22669,584,19,8,1,0.58,36,19.93,0
28,175212,394529,841,1,2,9,0.67,12,17.0,1
67,155399,339154,447,26,1,4,0.71,60,21.51,1
48,38331,212836,366,23,1,6,0.7,12,13.7,1
32,38004,497290,578,9,1,0,0.89,24,24.39,0
26,134243,137915,742,7,5,0,0.26,36,20.53,0
40,156564,201681,698,16,1,3,0.29,24,11.83,0
36,159821,55812,427,25,6,12,0.13,12,11.39,1
26,78217,283203,636,21,6,9,0.58,12,23.45,0
52,104044,353413,781,0,6,14,0.41,60,18.06,0
38,24045,257862,485,5,1,5,0.5,36,16.67,0
26,35116,176840,468,6,6,8,0.2,48,19.67,1
45,33667,30395,559,14,9,0,0.63,12,15.34,0
63,90057,287346,806,17,7,10,0.61,48,6.5,0
68,89205,411489,820,8,7,9,0.29,36,10.02,0
24,42302,447105,770,7,1,4,0.47,24,15.27,0
33,157355,234707,460,24,4,8,0.85,36,3.4,1
33,177007,252181,588,9,5,7,0.75,60,12.62,0
50,87534,209120,639,28,8,6,0.25,48,19.63,0
21,177696,229839,801,3,5,12,0.84,48,6.61,0
21,28440,224882,405,19,9,9,0.11,24,4.42,0
56,126001,108235,774,27,5,1,0.42,24,21.39,0
57,61501,50510,762,7,9,8,0.12,12,16.58,0
34,147341,92945,782,0,9,11,0.88,36,6.88,1
54,22868,247802,452,7,5,12,0.09,60,20.74,1
56,176323,255168,448,22,8,7,0.19,12,17.48,0
69,92909,337793,487,11,9,12,0.87,36,10.35,1
46,99523,373867,430,22,6,10,0.57,24,11.28,1
69,184801,7881,751,24,0,14,0.77,60,6.43,0
53,30734,313057,815,14,0,9,0.06,24,21.38,0
55,188501,116860,790,12,3,9,0.43,24,14.2,0
56,187409,351929,775,15,1,8,0.94,48,15.25,1
67,186397,463253,562,25,2,8,0.57,36,22.44,0
54,98600,329601,837,22,6,8,0.81,12,3.35,1
69,23433,171415,758,17,6,2,0.92,48,4.47,0
52,155183,460605,835,0,2,6,0.67,36,6.55,1
24,118986,476466,594,16,1,11,0.34,36,3.66,0
44,78753,144728,734,15,0,0,0.33,36,17.48,0
45,128783,272885,574,22,8,8,0.11,60,16.95,0
39,36751,152733,607,4,9,13,0.43,48,7.64,0
31,162525,364235,675,19,2,14,0.87,12,6.29,0
24,185040,295834,457,20,8,8,0.48,48,6.21,0
54,176149,299977,503,9,3,2,0.87,24,23.97,0
39,180847,107566,374,25,9,4,0.79,36,18.26,0
22,63570,76240,679,5,5,11,0.94,24,15.88,0
19,192169,111898,603,11,6,12,0.9,48,10.09,1
44,39503,344855,361,9,9,7,0.69,12,12.53,1
38,148851,455357,407,21,5,5,0.83,24,4.97,1
55,101840,214304,486,16,0,9,0.72,24,24.96,1
32,146827,306167,528,1,5,9,0.68,60,19.61,1
38,54263,307353,347,18,5,8,0.69,48,16.67,1
27,123491,360734,567,19,4,13,0.7,24,15.93,1
40,70087,353756,553,5,2,12,0.39,48,14.09,0
56,188353,85522,386,27,9,2,0.43,12,8.66,0
22,66482,378798,480,27,2,11,0.31,24,7.98,1
18,137989,150512,324,26,9,6,0.18,12,15.09,0
30,163472,124107,687,12,6,12,0.46,24,4.54,0
38,55115,406176,521,8,7,5,0.86,36,4.64,0
43,29249,27462,696,11,2,13,0.64,60,15.34,0
67,192897,284965,810,17,2,14,0.1,60,23.24,0
62,125361,455988,739,7,6,4,0.78,60,23.11,0
38,39600,425474,474,24,9,3,0.89,12,3.24,1
35,52706,97889,610,17,6,4,0.8,48,5.36,0
54,34222,93952,573,24,8,12,0.7,60,15.83,1
62,114041,198596,334,22,5,3,0.19,24,21.67,0
49,119504,420331,516,24,6,2,0.36,24,24.0,0
53,56139,385210,707,21,9,6,0.56,36,21.93,0
34,129919,182505,818,1,0,5,0.12,12,17.91,0
52,56302,226576,568,7,6,3,0.15,24,7.41,0
66,102838,486483,774,9,1,8,0.89,24,4.6,1
28,154718,224393,624,8,6,0,0.68,36,4.05,0
38,159615,346508,655,27,2,0,0.3,36,16.47,0
69,168857,337221,389,23,8,8,0.34,48,3.8,1
43,93353,307788,341,17,4,6,0.4,48,19.26,1
21,177478,329787,664,7,6,1,0.12,48,18.67,0
51,103992,280455,501,18,7,10,0.72,24,4.75,0
69,66428,259084,665,2,1,9,0.21,36,22.95,0
65,38777,134466,587,8,0,4,0.77,12,14.48,0
35,72939,35531,780,12,6,12,0.81,48,22.9,0
57,199098,19588,800,8,5,3,0.62,60,22.84,0
52,101450,316560,351,24,5,0,0.74,24,7.33,1
58,175625,148452,402,19,1,11,0.2,12,11.37,0
46,38548,178717,660,11,2,12,0.57,24,5.96,0
69,183337,416034,723,29,3,8,0.66,48,20.05,1
46,140549,166929,504,22,2,14,0.65,24,14.09,0
55,186773,26711,313,12,1,5,0.16,48,23.43,0
59,197359,141169,769,7,2,10,0.36,24,7.58,0
38,152799,383492,765,14,5,12,0.34,48,18.14,0
59,196789,164465,603,28,8,13,0.57,36,24.76,0
30,178499,289220,726,12,3,11,0.74,36,17.64,0
66,162764,351418,409,20,5,5,0.56,36,4.51,0
58,46625,324753,814,12,0,3,0.73,36,15.95,0
34,39918,165389,367,16,5,12,0.14,36,6.96,0
26,187208,63480,545,14,2,1,0.84,60,3.67,0
58,129826,274188,688,24,8,7,0.53,24,10.37,0
18,129881,469249,607,21,3,14,0.08,36,8.85,0
19,198481,255309,651,18,6,14,0.63,60,20.35,0
65,30577,60486,365,2,3,7,0.52,60,11.22,0
46,100155,60162,759,13,5,2,0.25,24,19.13,0
50,126776,215359,646,29,6,6,0.74,24,3.36,0
27,114246,34882,624,9,1,13,0.89,48,3.33,0
67,173761,59078,332,16,9,6,0.34,48,3.64,1
57,157226,325878,367,28,5,13,0.49,36,7.83,1
38,109948,243680,486,7,7,4,0.17,12,11.23,0
45,36341,113730,491,17,5,14,0.89,48,16.37,1
28,112554,179898,512,11,1,4,0.34,12,24.69,0
51,122798,355129,727,16,3,14,0.23,48,10.8,0
25,61330,311172,650,22,0,7,0.48,60,4.22,0
39,102759,449547,407,29,6,3,0.09,60,7.29,0
25,101807,103938,539,10,7,0,0.28,60,22.75,0
66,48313,123319,515,8,9,0,0.11,12,18.39,0
32,61900,37543,476,21,1,8,0.16,36,20.38,1
34,93840,129279,629,23,9,3,0.15,48,5.73,0
40,180767,34362,749,23,4,0,0.84,48,5.97,0
41,176297,425531,746,24,7,12,0.89,12,5.47,1
62,101072,163818,836,22,7,1,0.48,60,21.86,0
36,111367,408273,478,24,4,9,0.62,36,7.62,1
22,64156,247721,694,14,7,6,0.68,48,17.15,0
49,102453,310059,444,8,5,1,0.4,36,14.36,0
61,173901,419277,497,11,4,0,0.38,36,14.98,0
18,40938,318514,383,10,3,9,0.66,24,7.3,1
40,74164,170229,384,16,4,13,0.39,36,16.98,1
54,75282,378519,756,5,3,8,0.57,24,3.95,0
25,62801,147394,775,27,0,13,0.51,12,24.86,0
30,155537,74812,552,7,2,4,0.52,60,3.59,0
25,18326,476058,371,9,7,13,0.8,24,4.1,1
40,149731,301161,522,24,6,12,0.68,36,10.14,1
60,173666,323936,575,14,6,3,0.91,60,21.3,0
18,130819,425958,545,3,2,3,0.76,36,8.66,0
62,19763,233208,640,28,8,14,0.18,36,13.38,0
68,156900,463024,770,17,5,13,0.71,24,3.4,1
41,62588,396342,753,10,7,10,0.65,12,4.74,1
52,26221,284773,306,8,7,12,0.63,36,16.38,1
41,157283,133614,487,8,2,0,0.48,24,7.28,0
34,28569,406461,303,27,3,2,0.11,36,18.27,0
22,52860,101950,424,7,5,12,0.91,60,20.28,1
37,60337,179942,314,2,1,0,0.82,12,21.71,0
38,198383,493850,824,20,6,4,0.49,36,5.94,0
57,159587,69829,539,17,1,4,0.19,12,13.02,0
48,86695,250602,659,13,4,8,0.79,12,23.84,0
63,121749,15588,817,2,3,12,0.44,60,19.99,0
53,170976,398658,619,16,8,7,0.4,60,5.57,0
28,58790,372424,530,3,1,4,0.65,48,14.06,0
69,83580,475555,329,20,6,4,0.73,12,23.29,1
32,20636,307865,833,27,6,6,0.11,36,12.68,0
36,92129,173217,455,17,6,11,0.74,60,21.42,1
24,148964,277743,698,14,0,1,0.71,36,13.91,0
68,36672,339738,645,18,7,12,0.58,12,5.35,0
45,20812,480958,494,27,1,6,0.35,60,6.25,1
68,15654,213502,467,21,4,0,0.2,48,4.03,0
60,69633,139011,676,5,1,13,0.14,12,7.3,0
22,32143,257856,788,14,4,4,0.05,36,22.66,0
22,70934,289293,661,6,6,14,0.24,48,17.3,0
47,82334,394760,781,11,5,11,0.42,12,19.25,0
49,118463,202639,543,15,4,14,0.27,60,16.68,0
25,140851,146280,470,8,3,11,0.33,12,11.5,0
27,44087,202170,812,19,7,5,0.4,24,7.77,0
55,157690,376178,705,4,7,12,0.33,36,23.36,0
64,23446,185564,506,10,0,10,0.7,60,14.33,0
49,117127,25951,453,1,9,13,0.49,60,13.58,1
65,63867,184992,347,21,1,9,0.07,24,24.91,1
45,197100,51766,300,15,2,0,0.25,48,11.45,0
34,75101,324158,706,3,0,14,0.69,60,21.79,1
48,173272,164423,406,4,2,8,0.32,48,21.97,0
25,103074,482432,472,6,9,8,0.88,48,8.12,1
57,133422,447602,805,5,7,0,0.69,48,5.09,0
42,102892,92122,429,23,3,3,0.31,12,24.46,0
26,135044,276452,697,21,6,14,0.51,24,12.37,0
19,54148,326396,593,9,6,7,0.65,36,3.05,1
32,97928,473361,746,13,4,1,0.22,24,13.98,0
67,166770,493247,315,7,0,12,0.27,60,16.62,1
20,188542,88211,648,28,9,12,0.51,24,20.07,0
66,66660,426280,502,13,3,10,0.88,36,23.74,1
53,199982,452095,433,13,6,12,0.36,12,23.13,1
21,50450,131534,825,19,4,7,0.41,60,23.68,0
31,48757,13720,807,27,1,9,0.22,12,3.71,0
58,93012,393348,365,22,7,12,0.58,60,18.66,1
58,121750,441156,779,2,1,11,0.72,36,7.97,1
42,142043,84993,758,0,7,13,0.45,12,7.13,0
67,177462,466691,641,28,1,12,0.73,36,20.61,0
27,71116,314257,458,8,4,8,0.32,36,12.18,1
38,159233,316070,460,8,3,8,0.69,24,23.17,1
53,47152,436419,553,21,0,13,0.28,60,3.93,0
29,121379,224973,826,1,7,0,0.75,48,20.65,0
44,35836,403608,848,15,9,8,0.8,48,6.01,1
57,172403,30905,454,7,2,3,0.77,12,6.88,0
19,156835,209580,785,25,3,11,0.24,36,13.5,0
30,84444,55385,731,5,3,11,0.67,24,11.7,0
49,108109,35653,326,22,4,7,0.53,60,13.7,1
48,165259,96865,311,12,2,12,0.94,12,23.68,1
33,158029,482936,366,0,8,13,0.38,36,17.46,1
49,150451,130813,841,18,3,8,0.74,48,9.39,0
49,174031,150871,395,14,9,2,0.38,48,6.8,0
51,97018,196175,514,0,3,5,0.41,60,12.24,0
28,138076,253535,493,9,5,2,0.15,60,12.94,0
27,173177,20052,589,0,7,0,0.27,60,16.23,0
32,146949,142116,843,27,6,9,0.2,12,8.85,0
34,194425,155943,338,11,3,5,0.19,60,19.89,0
57,98788,225375,505,10,3,4,0.06,12,5.17,0
35,111870,418450,783,28,4,2,0.76,24,15.33,0
26,98308,26381,636,16,9,13,0.47,36,16.72,0
42,197639,153346,795,3,4,13,0.77,48,7.55,0
57,72913,248234,548,28,0,3,0.6,12,21.17,0
31,17637,486056,373,22,7,1,0.8,36,16.54,1
42,57025,261017,672,6,9,11,0.5,60,17.21,0
67,114508,350252,437,11,4,9,0.13,48,13.95,1
39,97464,240020,756,12,2,9,0.61,12,23.01,0
69,43742,54892,743,4,2,12,0.66,60,18.27,0
47,26831,186593,652,27,3,13,0.61,36,11.4,0
37,128768,358645,710,5,6,3,0.77,24,8.25,0
38,100092,219992,837,1,4,3,0.71,36,4.56,0
61,105879,350535,752,20,0,2,0.44,12,6.64,0
49,103370,285064,718,6,4,5,0.79,24,24.84,0
68,141537,283846,749,13,4,0,0.67,24,11.95,0
63,192834,261216,414,24,5,8,0.16,60,22.77,1
66,119824,269038,350,21,6,10,0.54,36,6.75,0
38,103741,298129,668,27,4,9,0.71,12,12.36,0
52,33830,164359,814,13,1,2,0.55,24,24.13,0
49,70044,263771,509,9,1,2,0.9,60,5.0,0
47,88948,130702,734,3,3,11,0.14,24,16.07,0
56,84202,78527,526,2,0,2,0.7,36,23.22,0
66,52045,151511,567,24,6,6,0.79,48,23.89,0
29,122509,395820,415,22,0,7,0.68,12,21.61,1
58,172699,230692,659,26,2,1,0.4,48,21.83,0
64,30198,309379,628,13,9,0,0.4,36,17.35,0
35,84521,163731,339,28,6,4,0.58,48,7.85,0
38,121471,292120,481,5,5,7,0.41,36,19.07,1
30,44475,240311,789,22,6,13,0.84,36,24.52,0
38,34403,349787,508,14,4,2,0.15,60,14.57,0
25,18681,203937,572,7,7,5,0.63,48,8.74,0
63,106555,374775,418,4,5,2,0.17,24,15.62,0
57,133884,204378,681,2,3,14,0.54,36,18.19,0
63,108122,61697,835,2,0,5,0.69,48,7.58,0
24,130260,75382,557,12,1,11,0.2,24,18.82,0
40,188364,283795,782,1,5,3,0.68,12,15.92,0
61,120386,185116,808,23,3,13,0.18,24,16.47,0
49,151701,19633,391,0,2,10,0.61,48,9.73,1
28,108246,84164,460,11,6,14,0.5,48,6.42,1
39,110864,267713,448,7,6,6,0.32,24,16.72,1
39,23417,458116,416,18,1,10,0.15,24,15.9,1
60,133888,334653,757,8,7,9,0.71,36,10.44,1
42,180837,128425,344,27,0,0,0.39,48,9.51,0
39,89499,368270,533,13,9,0,0.13,36,10.64,0
45,145908,255220,674,27,6,14,0.75,36,13.78,0
