booking_id,airline,source_city,destination_city,ticket_class,stops,date_of_booking,dep_time,duration,days_until_flight,ticket_price,app_name,app_category,app_rating,reviews,app_size,installs,app_price,content_rating,last_updated,supported_device
BK01152,PIA,Lahore,Toronto,Economy,non-stop,10/06/2022,09:45,7h 25m,52,22359,Henson-Henderson App,Entertainment,2.2,223729,57.3M,"50,000+",$0.99,Teen,"November 27, 2023",Both
BK05918,FlyJinnah,Quetta,Kuala Lumpur,Economy,1 stop,19/03/2023,18:00,9h 15m,32,6891,Stephens-Francis App,Health,4.6,1087227,402k,"10,000+",$2.99,Everyone,"January 24, 2024",Both
BK01738,AirBlue,Lahore,Toronto,Business,2 stops,12/11/2023,10:10,4h 10m,93,68447,"Miller, Farmer and Rios App",Entertainment,1.2,2848369,253k,"50,000+",0,Everyone,"November 8, 2020",iOS
BK05415,AirBlue,Peshawar,Kuala Lumpur,Economy,non-stop,28/11/2023,19:10,16h 55m,115,11852,Johnson-Evans App,Social,1.3,294004,520k,"100,000+",0,Everyone,"November 9, 2022",Both
BK03061,SereneAir,Quetta,Kuala Lumpur,Economy,1 stop,05/12/2023,22:45,12h 50m,66,20567,"Atkinson, Hughes and Price App",Lifestyle,1.1,1133043,492k,,$0.99,Everyone,"May 23, 2023",iOS
BK02620,Emirates,Quetta,Dubai,Economy,1 stop,26/04/2023,12:10,5h 10m,59,23614,"Adams, Mccarty and Baker App",Finance,3.0,3145028,562k,,0,Teen,"May 4, 2022",Both
BK06355,Emirates,Karachi,Toronto,Business,non-stop,07/03/2021,00:15,5h 55m,22,86510,"Copeland, Gamble and Smith App",Travel,2.7,1674987,47.7M,"50,000+",0,Mature 17+,"February 2, 2020",iOS
BK02819,Emirates,Peshawar,Istanbul,Economy,non-stop,25/03/2024,22:10,12h 50m,104,32940,"Dickson, Cohen and Martinez App",Finance,3.4,,896k,"100,000+",0,Everyone,"January 20, 2021",Android
BK03173,PIA,Karachi,Kuala Lumpur,Economy,non-stop,26/03/2022,21:20,2h 25m,29,31942,"Wright, Alvarez and Holloway App",Business,2.7,3491997,3.2M,"5,000+",0,Teen,"September 6, 2021",Android
BK03234,Emirates,Peshawar,Dubai,Business,3 stops,25/10/2022,11:15,9h 30m,22,77282,Miller-Terrell App,Health,1.1,3789764,,"10,000+",0,Everyone,"August 1, 2023",Both
BK03690,Turkish Airlines,Lahore,Kuala Lumpur,Business,non-stop,04/03/2023,11:00,3h 30m,37,77702,Travis Inc App,Finance,1.3,3101487,349k,"100,000+",0,Everyone,"July 24, 2023",Both
BK01753,PIA,Quetta,Istanbul,Business,3 stops,03/10/2023,18:20,17h 50m,165,74367,"Carter, Jones and Wood App",Travel,3.7,1118685,455k,"1,000+",0,Teen,"March 10, 2021",iOS
BK02673,Turkish Airlines,Multan,London,Economy,2 stops,23/08/2021,14:15,8h 25m,50,30942,Davis Inc App,Social,2.9,,982k,"5,000,000+",$0.99,Teen,"February 2, 2020",Android
BK07896,SereneAir,Islamabad,Toronto,Economy,1 stop,18/02/2024,20:50,11h 15m,89,32482,Davenport PLC App,Travel,1.9,1678062,77.4M,"50,000+",0,Everyone,"March 15, 2020",Android
BK02017,SereneAir,Peshawar,Toronto,Economy,1 stop,19/04/2023,19:00,5h 15m,151,34412,Sanders PLC App,Health,1.1,4326788,19.6M,"50,000+",$0.99,Teen,"January 16, 2022",Android
BK00501,Emirates,Peshawar,London,Economy,2 stops,28/05/2021,20:15,16h 10m,35,24665,Roberts Inc App,Lifestyle,3.2,827580,42.5M,"500,000+",0,Teen,"September 6, 2022",Android
BK00727,FlyJinnah,Karachi,Toronto,Business,3 stops,10/06/2024,06:30,12h 45m,135,66778,"Terrell, Jones and Smith App",Lifestyle,3.4,4720428,47.1M,"10,000+",0,Teen,"February 7, 2024",Android
BK05595,Turkish Airlines,Peshawar,Istanbul,Business,non-stop,26/07/2024,08:20,15h 25m,17,76273,Harris Ltd App,Business,4.1,66599,37.7M,"50,000+",0,Everyone,"February 15, 2021",iOS
BK01692,Emirates,Islamabad,Kuala Lumpur,Economy,1 stop,16/05/2023,01:50,14h 25m,81,23341,Craig-Cooper App,Travel,3.8,2449280,343k,"50,000+",0,Everyone,"February 23, 2022",iOS
BK05129,PIA,Quetta,Kuala Lumpur,Business,non-stop,05/08/2023,20:10,9h 55m,135,74218,Spencer LLC App,Education,3.6,2577051,87.6M,"50,000+",0,Teen,"June 8, 2024",iOS
BK01120,FlyJinnah,Multan,New York,Business,non-stop,03/02/2023,11:00,9h,45,77605,Perry Ltd App,Business,4.7,4579967,27.9M,"50,000+",0,Teen,"February 23, 2022",Android
BK05698,SereneAir,Lahore,London,Business,2 stops,18/12/2024,02:30,15h 10m,48,77459,King-Ramos App,Entertainment,2.3,1805928,79.3M,"5,000+",0,Mature 17+,"September 9, 2022",Android
BK02067,SereneAir,Lahore,Kuala Lumpur,Economy,1 stop,21/04/2021,05:00,14h 10m,37,28032,"Hayes, Carroll and Mathis App",Finance,1.2,4870709,611k,"50,000+",0,Everyone,"October 4, 2023",iOS
BK07122,SereneAir,Peshawar,London,Economy,1 stop,17/05/2024,15:50,10h 25m,50,13106,Martinez-Bean App,Education,2.7,,3.7M,"50,000+",0,Adults Only 18+,"November 22, 2023",Both
BK01876,PIA,Multan,Kuala Lumpur,Economy,non-stop,08/05/2023,01:15,9h 55m,160,22297,"Bridges, Mcbride and Benson App",Entertainment,2.5,4246040,80.7M,"50,000+",0,Mature 17+,"March 12, 2022",iOS
BK07403,SereneAir,Multan,Dubai,Economy,1 stop,18/01/2022,01:00,3h 25m,88,7490,"Jackson, Gray and Farmer App",Social,3.9,2570984,23.3M,"1,000,000+",0,Everyone,"December 26, 2020",iOS
BK06296,Emirates,Islamabad,Dubai,Economy,1 stop,19/10/2022,15:30,4h 45m,53,26289,"Gonzalez, Cooley and Page App",Travel,1.9,2598941,79.3M,,$0.99,Everyone,"July 1, 2023",Android
BK04599,Emirates,Quetta,Kuala Lumpur,Business,1 stop,06/08/2023,14:15,6h 25m,129,71267,Cordova-Diaz App,Health,2.6,4913884,,"50,000+",0,Mature 17+,"June 18, 2024",Both
BK03075,Turkish Airlines,Lahore,Kuala Lumpur,Business,3 stops,12/05/2024,15:20,5h 15m,26,56384,Hayes-Fuentes App,Social,3.3,4950501,403k,"1,000,000+",0,Everyone,"May 23, 2021",iOS
BK06634,Emirates,Multan,Kuala Lumpur,Business,3 stops,28/03/2023,16:10,18h 10m,3,81884,"Hernandez, Hall and Turner App",Finance,3.5,4385945,95.5M,"500,000+",0,Everyone,"May 22, 2023",iOS
BK03639,AirBlue,Multan,Istanbul,Economy,2 stops,07/11/2021,02:45,17h 20m,120,7602,Chase Inc App,Entertainment,4.4,2672871,37.2M,"1,000,000+",0,Everyone,"January 13, 2024",Android
BK01851,P.I.A.,Islamabad,Istanbul,Economy,2 stops,09/07/2021,18:20,17h 15m,35,27248,"Mayer, Bradshaw and Warren App",Social,2.0,1512235,457k,"10,000+",0,Everyone,"August 28, 2023",Both
BK00508,AirBlue,Karachi,Dubai,Economy,2 stops,27/05/2022,02:20,18h,171,21406,"Mccullough, Baker and Ward App",Social,2.8,161673,3.1M,"5,000,000+",0,Everyone,"May 23, 2023",iOS
BK06468,Turkish Airlines,Islamabad,New York,Economy,1 stop,01/03/2022,15:45,10h 55m,,16272,Lozano-Norris App,Health,2.3,,14.4M,"10,000+",0,Everyone,"February 25, 2022",Both
BK06360,Turkish Airlines,Multan,Toronto,Economy,non-stop,11/08/2022,15:45,13h 30m,116,11825,Wilkins-Martinez App,Finance,4.6,3592376,67.6M,"50,000+",0,Mature 17+,"October 6, 2020",Android
BK05830,Turkish Airlines,Lahore,New York,Economy,non-stop,12/01/2021,16:45,10h 45m,101,20894,"Jordan, Anderson and Valenzuela App",Social,2.2,3983886,91.4M,"1,000,000+",$2.99,Everyone,"April 20, 2023",Android
BK02519,SereneAir,Karachi,London,Economy,non-stop,10/06/2023,06:15,2h 30m,114,36194,Rodgers and Sons App,Social,4.3,3874646,87.4M,"10,000+",0,Adults Only 18+,"April 28, 2022",Both
BK07533,PIA,Multan,Dubai,Economy,non-stop,07/07/2023,16:10,2h 45m,65,14175,"Johnson, Dunn and Little App",Finance,2.9,2720843,210k,"500,000+",0,Teen,"May 24, 2020",Android
BK03725,PIA,Karachi,New York,Economy,1 stop,22/07/2022,12:30,15h 15m,64,24923,Mccarty-Peterson App,Social,1.0,516193,5.6M,"50,000+",0,Everyone,"January 13, 2020",iOS
BK06786,Turkish Airlines,Quetta,Kuala Lumpur,Business,2 stops,06/09/2022,16:20,17h 30m,105,75029,Gibson-Jackson App,Lifestyle,,3747700,,"50,000+",0,Mature 17+,"March 11, 2020",Android
BK01022,AirBlue,Lahore,Dubai,Economy,non-stop,02/02/2023,01:45,12h,122,10925,"Sanders, Lambert and Williams App",Social,3.0,,16.7M,"10,000+",0,Adults Only 18+,"October 3, 2020",Both
BK04137,FlyJinnah,Quetta,Istanbul,Economy,non-stop,07/07/2022,03:10,9h,151,18867,Cole PLC App,Health,2.5,3031206,90.7M,"10,000+",0,Teen,"June 15, 2021",Both
BK03161,FlyJinnah,Lahore,Kuala Lumpur,Economy,1 stop,27/04/2023,18:00,17h 15m,133,19638,Cox and Sons App,Education,3.6,2187136,,"5,000+",$4.99,Mature 17+,"June 5, 2021",iOS
BK07505,Emirates,Lahore,Istanbul,Economy,2 stops,12/02/2024,05:15,10h 15m,96,21093,Johnson-Henderson App,Entertainment,1.1,811695,413k,,0,Everyone,"November 18, 2024",iOS
BK07754,AirBlue,Islamabad,Dubai,Business,2 stops,21/11/2022,01:45,9h 15m,156,73809,Dean-Anderson App,Entertainment,3.6,2031006,74.9M,"5,000+",$2.99,Mature 17+,"May 20, 2021",iOS
BK06666,Turkish Airlines,Lahore,Istanbul,Economy,1 stop,07/06/2021,04:15,17h 10m,69,30244,Quinn and Sons App,Education,2.6,25960,49.0M,"50,000+",0,Mature 17+,"June 4, 2024",iOS
BK05853,PIA,Peshawar,Kuala Lumpur,Business,non-stop,22/08/2023,22:10,18h 10m,153,71841,Kim Inc App,Business,3.4,4557160,732k,"1,000+",$2.99,Teen,"December 8, 2022",iOS
BK02706,FlyJinnah,Quetta,Kuala Lumpur,Economy,non-stop,03/11/2023,18:00,4h 50m,138,27039,Torres Inc App,Education,1.9,2227933,58.4M,"10,000+",0,Mature 17+,"December 4, 2020",iOS
BK03692,Turkish Airlines,Multan,Dubai,Economy,1 stop,06/09/2022,21:10,18h 10m,138,21411,Kaiser Ltd App,Travel,4.2,53604,94.8M,"100,000+",0,Teen,"February 21, 2023",Android
BK05995,PIA,Quetta,Dubai,ECONOMY,1 stop,16/10/2021,11:45,18h 25m,133,17156,Chandler Ltd App,Lifestyle,,11253,32.1M,"100,000+",0,Adults Only 18+,"August 18, 2022",Android
BK04064,PIA,Lahore,Kuala Lumpur,Economy,non-stop,15/01/2021,20:10,18h,158,19325,Mitchell PLC App,Education,3.0,3224569,676k,"1,000+",$0.99,Everyone,"June 8, 2024",Both
BK07183,PIA,Islamabad,Dubai,Economy,1 stop,05/09/2023,08:20,12h 20m,116,27620,Hendricks-Hicks App,Entertainment,2.7,4742871,14.8M,"5,000,000+",0,Teen,"December 18, 2022",iOS
BK06653,SereneAir,Quetta,New York,Economy,1 stop,12/05/2021,00:20,13h 25m,64,30336,Lucas-Davis App,Business,2.1,1325149,361k,"100,000+",0,Teen,"August 21, 2022",Both
BK06213,Emirates,Quetta,Dubai,Economy,1 stop,06/03/2024,12:50,4h 20m,73,27509,"Roberts, Garcia and Thornton App",Business,4.6,1454725,872k,"10,000+",0,Teen,"January 3, 2021",iOS
BK00286,Turkish Airlines,Multan,Kuala Lumpur,Economy,non-stop,24/05/2023,11:15,8h 45m,21,25571,"Sellers, Cooper and Gomez App",Finance,3.1,1412056,25.9M,"5,000,000+",0,Everyone,"March 1, 2023",iOS
BK02479,Emirates,Quetta,New York,Economy,non-stop,22/08/2021,10:15,13h 15m,2,16944,Perez-Stevens App,Entertainment,1.3,,93.2M,"50,000+",$0.99,Everyone,"January 12, 2024",Android
BK01226,Turkish Airlines,Islamabad,Istanbul,Economy,non-stop,11/04/2024,09:15,7h 45m,95,35473,"White, Davidson and Williams App",Finance,2.9,4826546,24.5M,"100,000+",0,Teen,"May 24, 2022",Android
BK07113,FlyJinnah,Peshawar,Toronto,Economy,non-stop,27/12/2023,14:15,17h 10m,87,21709,Brown PLC App,Travel,4.1,2286509,6.7M,"10,000,000+",0,Everyone,"March 20, 2023",Both
BK07368,SereneAir,Islamabad,Dubai,Economy,non-stop,23/12/2023,17:30,11h 45m,27,33062,"Patrick, Singh and Horton App",Entertainment,1.7,2980782,875k,"50,000+",0,Mature 17+,"August 19, 2022",iOS
BK00482,AirBlue,Lahore,Kuala Lumpur,Economy,non-stop,25/06/2023,01:30,16h 45m,91,35888,"Patrick, Moreno and Johnson App",Education,3.0,388509,95.6M,"100,000+",0,Everyone,"February 19, 2022",Android
BK02702,PIA,Karachi,London,Business,non-stop,25/02/2021,00:45,15h 50m,166,75863,"Carter, Robles and Hudson App",Finance,4.1,3388902,92.8M,"10,000,000+",0,Everyone,"April 27, 2023",Both
BK03067,Turkish Airlines,Multan,New York,Business,non-stop,28/07/2024,10:00,3h 15m,84,70424,Thomas and Sons App,Health,3.5,4097862,305k,"500,000+",0,Teen,"January 12, 2022",iOS
BK04139,Turkish Airlines,Islamabad,London,Business,1 stop,20/11/2021,06:20,10h 25m,79,81961,Johnson Ltd App,Health,4.6,963160,95.7M,"100,000+",0,Everyone,"December 23, 2023",Android
BK00943,PIA,Islamabad,Kuala Lumpur,Economy,1 stop,21/05/2022,22:10,12h 20m,126,23500,Jordan Group App,Lifestyle,3.7,4407920,28.4M,"500,000+",0,Everyone,"August 9, 2024",Both
BK00566,SereneAir,Karachi,Istanbul,Business,non-stop,02/01/2021,15:20,8h 15m,89,85940,"Farley, Ayala and Decker App",Entertainment,,2089972,43.1M,"1,000,000+",$0.99,Everyone,"December 18, 2022",Both
BK07939,Turkish Airlines,Karachi,Toronto,Economy,2 stops,19/12/2024,17:00,15h 15m,75,13914,Gonzalez LLC App,Entertainment,4.3,1475128,57.5M,"1,000+",0,Everyone,"July 20, 2023",Android
BK00489,Turkish Airlines,Multan,Toronto,First,non-stop,19/12/2023,01:10,7h 20m,122,162043,Holmes Ltd App,Business,1.1,644565,56.9M,"5,000,000+",0,Everyone,"February 23, 2022",Android
BK00105,PIA,Karachi,Toronto,Economy,1 stop,28/05/2023,15:15,8h 50m,158,40929,Ramos Group App,Finance,4.3,682058,964k,"100,000+",0,Everyone,"June 12, 2020",Android
BK07041,Turkish Airlines,Multan,New York,Economy,1 stop,13/06/2022,17:10,8h 30m,2,21313,Nelson Ltd App,Lifestyle,1.0,2040137,30.8M,"1,000,000+",0,Teen,"December 6, 2022",Android
BK06612,AirBlue,Peshawar,New York,Economy,1 stop,10/08/2024,18:45,7h 25m,77,11969,Weeks-Martin App,Health,3.0,2938370,64.1M,"100,000+",0,Everyone,"December 18, 2020",Both
BK05783,Emirates,Lahore,Istanbul,Economy,1 stop,01/02/2022,07:20,,179,24570,Rojas-Meyer App,Entertainment,2.2,1743830,167k,"500,000+",$0.99,Everyone,"December 1, 2023",Both
BK05181,FlyJinnah,Lahore,Istanbul,Economy,non-stop,27/10/2022,16:45,16h 20m,,34626,"Baker, Miller and Orozco App",Lifestyle,1.1,3425501,887k,"500,000+",$0.99,Everyone,"February 26, 2021",iOS
BK01465,Turkish Airlines,Islamabad,Kuala Lumpur,Business,non-stop,24/04/2022,09:10,1h 20m,148,90729,Erickson-Watson App,Finance,3.4,753655,85.1M,"50,000+",0,Everyone,"January 22, 2024",iOS
BK03808,PIA,Quetta,Toronto,Economy,non-stop,25/12/2021,18:45,14h 25m,65,28394,Morales-Robinson App,Education,3.0,4136937,8.0M,"50,000+",0,Everyone,"January 11, 2024",iOS
BK03141,SereneAir,Peshawar,London,Economy,2 stops,18/01/2022,11:15,17h 20m,135,22605,"Miller, Snow and Nguyen App",Business,4.8,4969841,597k,"5,000,000+",$0.99,Everyone,"September 15, 2020",Both
BK03198,PIA,Islamabad,Istanbul,Economy,1 stop,09/08/2023,07:15,15h 20m,99,34707,"Marsh, Dawson and Hartman App",Social,4.1,4380078,29.0M,"100,000+",0,Teen,"February 18, 2021",iOS
BK01817,SereneAir,Peshawar,Dubai,Economy,2 stops,09/10/2023,14:45,7h 45m,178,12661,"Owens, Johnston and Black App",Education,2.3,3437756,47.1M,"1,000,000+",0,Teen,"November 27, 2024",iOS
BK00600,AirBlue,Multan,Dubai,First,1 stop,09/07/2022,17:20,15h 45m,175,150577,Peterson Inc App,Health,4.3,2668686,,"1,000,000+",0,Everyone,"January 14, 2021",iOS
BK06508,Emirates,Quetta,Dubai,Business,2 stops,06/09/2022,08:10,,33,86324,Scott-Benson App,Finance,1.1,2048343,361k,"100,000+",0,Teen,"April 25, 2024",iOS
BK04460,Emirates,Quetta,New York,Economy,1 stop,25/06/2023,08:15,16h 25m,143,25924,Williams-Orr App,Health,3.9,2850307,18.6M,"1,000,000+",0,Everyone,"October 22, 2020",iOS
BK05666,PIA,Quetta,Dubai,Economy,non-stop,08/01/2024,02:30,17h 10m,146,0,Young-Barber App,Health,1.1,258749,,"500,000+",0,Everyone,"July 24, 2024",iOS
BK00650,PIA,Islamabad,London,Economy,non-stop,10/03/2023,14:50,11h 30m,152,29693,Mathews Inc App,Entertainment,2.9,1231495,525k,"50,000+",$0.99,Everyone,"May 1, 2021",Both
BK06648,PIA,Lahore,New York,Business,1 stop,17/12/2022,11:45,6h 20m,32,86136,"Miller, Wilkinson and Mason App",Social,,3290117,49.2M,"50,000+",0,Teen,"April 8, 2023",Android
BK04825,FlyJinnah,Peshawar,Toronto,Economy,2 stops,10/10/2023,08:10,13h 10m,135,21164,Campbell-Dyer App,Lifestyle,4.7,2006287,88.2M,"5,000+",0,Teen,"December 9, 2023",iOS
BK01582,FlyJinnah,Quetta,Istanbul,Business,1 stop,09/12/2021,02:45,6h,146,76572,Clark Group App,Health,1.5,1623610,72.1M,"100,000+",0,Everyone,"October 11, 2022",iOS
BK01959,PIA,Islamabad,Dubai,Economy,3 stops,16/06/2023,12:10,8h 55m,116,17209,"Leach, Oneal and Dominguez App",Entertainment,3.4,1055499,17.9M,"50,000+",0,Everyone,"July 6, 2020",iOS
BK03896,AirBlue,Karachi,Dubai,Economy,1 stop,28/02/2024,18:20,18h 50m,147,5000,Jones Inc App,Social,3.8,434486,857k,"10,000+",0,Everyone,"March 5, 2023",iOS
BK04780,Emirates,Peshawar,New York,Economy,1 stop,06/04/2023,12:00,14h 15m,171,31878,Martin-Russell App,Travel,4.3,2167476,34.2M,"500,000+",0,Everyone,"March 7, 2023",Both
BK01286,FlyJinnah,Multan,Kuala Lumpur,First,1 stop,09/07/2023,05:10,13h 25m,105,154984,Peterson LLC App,Lifestyle,4.2,,,"100,000+",0,Everyone,"February 20, 2024",Android
BK05095,Emirates,Karachi,London,Business,2 stops,05/03/2022,05:00,12h 45m,30,78693,"Torres, Moore and Chan App",Entertainment,3.5,4047953,359k,"10,000+",0,Everyone,"September 5, 2022",iOS
BK00690,AirBlue,Islamabad,Dubai,Economy,1 stop,14/02/2023,17:20,13h 25m,71,17173,Schmidt Inc App,Finance,1.3,4020692,3.0M,"10,000+",$0.99,Everyone,"November 14, 2023",iOS
BK03604,AirBlue,Islamabad,Dubai,Business,1 stop,28/12/2024,16:45,15h 10m,77,75288,Smith Inc App,Social,3.7,3654896,181k,"1,000,000+",$1.49,Teen,"October 2, 2024",iOS
BK03168,SereneAir,Quetta,London,Business,2 stops,28/01/2021,20:50,4h 15m,105,77485,"Reyes, Torres and Russell App",Business,2.4,3496190,2.2M,"50,000+",0,Everyone,"August 28, 2021",iOS
BK06888,Emirates,Quetta,Kuala Lumpur,Economy,non-stop,21/08/2023,06:00,16h 30m,9,24368,Davis and Sons App,Finance,2.7,96530,872k,"1,000+",0,Teen,"April 17, 2024",iOS
BK05489,AirBlue,Karachi,Istanbul,Economy,non-stop,12/06/2024,02:10,10h 10m,82,12751,Villarreal-Torres App,Social,4.9,3123446,70.8M,,0,Teen,"April 8, 2021",Android
BK05790,Turkish Airlines,Karachi,Dubai,Economy,non-stop,12/12/2024,09:50,5h 25m,131,24893,Glenn Group App,Finance,1.3,4211822,,"100,000+",0,Everyone,"April 27, 2021",Both
BK03298,FlyJinnah,Multan,London,Business,1 stop,28/07/2024,21:50,3h 25m,80,69582,Hobbs-Thompson App,Business,3.5,1649784,47.2M,"50,000+",0,Teen,"September 6, 2024",Both
BK00539,PIA,Karachi,London,Business,1 stop,13/02/2023,04:10,17h 25m,28,81170,Kemp PLC App,Business,1.2,2488609,78.2M,"10,000+",0,Teen,"September 7, 2020",iOS
BK00640,Turkish Airlines,Multan,London,Business,1 stop,02/08/2021,20:30,2h 45m,136,78819,Lawrence LLC App,Social,3.3,,17.3M,"50,000+",0,Everyone,"August 5, 2022",Android
BK04447,Emirates,Multan,Toronto,Economy,3 stops,13/01/2024,08:10,16h 20m,15,20753,"Aguilar, Mccoy and Carrillo App",Entertainment,1.9,4943200,79.5M,"10,000+",0,Everyone,"July 19, 2020",Both
BK03510,SereneAir,Peshawar,Toronto,Economy,non-stop,22/10/2022,02:30,8h 45m,13,31260,Sims and Sons App,Lifestyle,4.4,4888271,45.4M,"500,000+",0,Everyone,"August 12, 2021",Android
BK01787,AirBlue,Karachi,Dubai,Economy,non-stop,09/01/2024,21:15,13h 50m,4,25029,Huff Group App,Finance,2.7,861747,97.9M,"500,000+",$4.99,Teen,"May 2, 2020",iOS
BK00384,PIA,Quetta,Toronto,Economy,1 stop,27/04/2024,18:30,13h 10m,39,26667,"Warner, Williams and Mitchell App",Lifestyle,2.4,2567338,61.6M,"50,000+",0,Everyone,"April 12, 2022",Android
BK04502,FlyJinnah,Multan,London,Business,3 stops,27/02/2023,12:00,16h 45m,61,65175,Smith-Bennett App,Entertainment,4.8,4221097,62.0M,"10,000+",0,Teen,"September 1, 2021",Android
BK06473,AirBlue,Islamabad,Istanbul,Business,1 stop,12/12/2022,09:15,7h 30m,90,84488,Pittman-Chang App,Social,4.3,4924392,96.9M,"10,000+",0,Adults Only 18+,"March 13, 2023",Android
BK04477,Turkish Airlines,Quetta,Kuala Lumpur,Economy,1 stop,26/05/2024,16:15,1h 10m,61,23150,Miller-Taylor App,Health,4.0,2532275,40.0M,"100,000+",0,Teen,"March 1, 2021",Both
BK01359,Emirates,Karachi,Toronto,Business,non-stop,25/01/2024,14:10,7h 50m,73,78003,Guzman-Hamilton App,Entertainment,4.7,1288594,97.6M,"10,000+",0,Everyone,"December 3, 2020",Android
BK03648,SereneAir,Lahore,Toronto,Economy,2 stops,06/02/2024,20:15,7h,90,13847,Henderson-Goodwin App,Entertainment,1.6,3356295,131k,"5,000+",0,Teen,"September 1, 2023",iOS
BK01501,FlyJinnah,Lahore,Kuala Lumpur,Economy,non-stop,09/06/2023,23:30,5h 50m,141,23163,Porter-Berry App,Entertainment,1.2,340122,517k,"5,000,000+",0,Teen,"November 17, 2022",Android
BK01543,PIA,Karachi,Toronto,Economy,non-stop,05/07/2024,10:10,6h 10m,58,30622,Peters-Hudson App,Entertainment,2.3,3737196,30.5M,"5,000,000+",$4.99,Teen,"August 22, 2023",iOS
BK02346,SereneAir,Karachi,London,First,1 stop,21/04/2022,18:30,12h 55m,48,152593,"Brewer, Wilson and White App",Lifestyle,4.6,1338598,11.6M,"10,000+",0,Teen,"October 24, 2021",Android
BK06621,Emirates,Multan,London,Economy,non-stop,02/07/2024,09:20,9h 20m,15,29420,Nguyen-Hernandez App,Lifestyle,4.5,2381680,704k,"100,000+",0,Teen,"August 9, 2023",iOS
BK02960,PIA,Lahore,Toronto,Economy,2 stops,22/10/2021,04:50,,79,10098,Watson PLC App,Travel,2.0,1077483,79.3M,"10,000+",$2.99,Everyone,"January 4, 2023",Both
BK06718,FlyJinnah,Karachi,Kuala Lumpur,First,non-stop,05/10/2023,02:00,,90,145891,Ayala-Brown App,Education,3.6,1442397,73.7M,"5,000,000+",0,Everyone,"June 5, 2021",Both
BK07696,PIA,Quetta,Toronto,Economy,1 stop,14/10/2022,21:50,4h 30m,34,29450,Castaneda-Moore App,Social,,3183948,627k,"1,000+",0,Mature 17+,"May 15, 2023",iOS
BK02626,Emirates,Islamabad,Kuala Lumpur,Business,1 stop,27/11/2022,00:45,15h,168,80006,Chaney LLC App,Entertainment,4.8,4690246,10.5M,"500,000+",$1.49,Everyone,"April 11, 2024",iOS
BK04520,Turkish Airlines,Peshawar,London,Economy,2 stops,21/08/2024,06:00,11h 20m,81,15670,"Nelson, Anderson and Stanley App",Business,3.5,4112592,382k,"5,000+",0,Teen,"March 27, 2024",Android
BK03823,AirBlue,Quetta,London,Economy,1 stop,19/12/2022,09:15,,99,24332,Smith Inc App,Travel,2.4,4080305,97.3M,"50,000+",$2.99,Everyone,"October 17, 2021",Both
BK06987,AirBlue,Karachi,Toronto,Economy,non-stop,03/07/2023,16:10,15h,,5000,Pham Group App,Finance,4.5,4417318,98.0M,"500,000+",$4.99,Teen,"August 18, 2020",iOS
BK01124,FlyJinnah,Peshawar,Istanbul,Economy,1 stop,05/08/2021,03:50,13h 45m,147,13126,"Mueller, Bell and Jacobs App",Entertainment,4.1,737990,18.8M,"100,000+",0,Teen,"December 25, 2024",Android
BK02754,PIA,Multan,Toronto,Economy,non-stop,01/04/2021,09:00,2h 20m,140,21464,Robinson-Daniels App,Lifestyle,1.0,1687293,71.8M,"500,000+",0,Mature 17+,"May 5, 2021",Both
BK05086,PIA,Islamabad,Toronto,First,1 stop,08/11/2023,15:20,5h 20m,40,158236,"Gallagher, Burns and Anderson App",Health,4.5,4030843,52.7M,"10,000+",$1.49,Everyone,"January 15, 2023",Android
BK01294,PIA,Lahore,Dubai,Economy,1 stop,25/11/2023,00:20,,98,27838,Mosley Inc App,Business,1.1,2024844,5.5M,"50,000+",$0.99,Everyone,"August 24, 2021",Both
BK06818,Turkish Airlines,Lahore,Toronto,Business,non-stop,03/02/2023,15:20,13h 55m,148,90910,"Kramer, Bailey and Rodriguez App",Business,2.0,4102369,41.0M,"100,000+",0,Everyone,"August 24, 2021",iOS
BK07207,FlyJinnah,Multan,Istanbul,Business,1 stop,23/06/2022,11:45,1h,31,78282,Christensen PLC App,Entertainment,2.2,952502,45.4M,"5,000+",$1.49,Adults Only 18+,"November 25, 2021",Both
BK02316,FlyJinnah,Peshawar,Kuala Lumpur,Economy,1 stop,10/11/2023,07:20,17h 20m,133,19838,Benson Ltd App,Health,1.2,2916080,44.8M,"1,000,000+",0,Everyone,"June 21, 2022",Android
BK07215,AirBlue,Multan,Dubai,Economy,non-stop,16/05/2024,21:30,4h 50m,19,26674,"Gutierrez, Chung and Anderson App",Business,2.1,40523,459k,"50,000+",0,Everyone,"February 9, 2024",Android
BK04167,PIA,Peshawar,Istanbul,Business,1 stop,03/04/2023,20:30,8h 50m,122,82552,Jordan-Madden App,Social,3.3,1944364,652k,"5,000+",0,Mature 17+,"February 9, 2023",Android
BK03403,AirBlue,Peshawar,New York,Economy,1 stop,05/09/2021,05:20,17h 10m,91,25940,Le Ltd App,Finance,2.2,4800260,6.3M,,$1.49,Mature 17+,"March 10, 2022",Both
BK06842,Emirates,Karachi,London,Economy,1 stop,16/06/2024,10:20,1h 50m,,22108,Pham Inc App,Education,2.4,58406,45.2M,"1,000,000+",$2.99,Everyone,"November 22, 2020",Android
BK03992,Emirates,Peshawar,Kuala Lumpur,Economy,1 stop,09/05/2024,07:50,4h 45m,72,20517,"Wagner, Cobb and Smith App",Health,3.7,1966784,69.0M,,0,Mature 17+,"July 14, 2021",Android
