customer_age,annual_income_k,credit_score,purchase_frequency,avg_transaction_value,days_since_last_purchase,total_return_amount,num_support_tickets,website_visits_30d,email_open_rate_pct,customer_lifetime_value,cancellation_risk_score,customer_segment,payment_method,subscription_tier,country_code,device_type,browser,gender,employment_status,marital_status,education_level,signup_date,last_login,subscription_end_date,customer_feedback,promo_code_used,referral_source,customer_status,timezone,newsletter_subscribed,messy_column_01,messy_column_02,messy_column_03,messy_column_04,messy_column_05,messy_column_06,messy_column_07,messy_column_08,messy_column_09,messy_column_10,messy_column_11,messy_column_12,messy_column_13,messy_column_14,messy_column_15,messy_column_16,messy_column_17,messy_column_18,messy_column_19,messy_column_20,messy_column_21,messy_column_22,messy_column_23,messy_column_24,messy_column_25,messy_column_26,messy_column_27,messy_column_28,messy_column_29,messy_column_30
39.0,,,16.0,11.28,10.0,303.53,0.0,9.0,57.2,907.89,93.1,premium (legacy),Bank Transfer,NULL,IT,,Opera,Non-binary,Student,separated,ms,04/25/2025,invalid date,07/15/2026,Great product!,FLASH50,Facebook,active?,,subscribed,null,value_8,null,unknown,value_9,value_7,unknown,???,unknown,???,NaN,,missing,,,???,value_4,N/A,null,null,,???,,,missing,unknown,null,NaN,,N/A
,111.4,672.0,20.0,,17.0,17.25,,1.0,42.5,3045.439303020477,32.0,,PayPal,Basic,FR,Desktop,null,male,ft,separated,phd,02/25/2025,2026-03-22 20:20:27,07/11/2025,So-so,,Google,NULL,N/A,unsubscribed,unknown,N/A,value_2,unknown,,,,N/A,,unknown,NaN,missing,null,???,unknown,unknown,,N/A,unknown,unknown,value_10,???,???,N/A,null,unknown,unknown,null,N/A,
50.0,22.0,,15.0,,24.0,,,1.0,,100.0,,,,NULL,BR,,Safari,MALE,ft,Single,Bachelor's,09/10/2024,2026-02-04 20:20:27,20251215,,WELCOME10,Twitter,Inactive,AST,true,unknown,missing,,unknown,,unknown,,NaN,,NaN,???,unknown,,NaN,null,N/A,???,value_4,???,missing,value_1,???,unknown,,N/A,value_9,,,???,
70.0,55.9,708.0,11.0,20.15,13.0,,,11.0,52.1,100.0,68.4,Enterprise,NA,?,AU,laptop,Chrome,F,Self-employed,,Associate,2025-02-02,2026-02-07 20:20:27,20260601,N/A,WELCOME10,,,GMT,Yes,N/A,N/A,N/A,missing,,N/A,missing,value_1,,???,,???,missing,???,NaN,value_2,missing,,unknown,???,,???,???,value_4,unknown,missing,,,,unknown
,20.0,,,288.16,27.0,93.75,,,20.8,10095.98,57.1,N/A,NA,NULL,FR,Android Phone,Opera,Non-binary,ft,separated,Bachelor's,"Nov 13, 2024",2026-02-04 20:20:27,2026-08-12,👍,INVALID,Google,Inactive,,unsubscribed,value_10,NaN,null,value_2,unknown,,N/A,,???,null,missing,null,N/A,,null,missing,,???,unknown,null,,unknown,,value_2,NaN,unknown,unknown,N/A,???,???
31.0,95.7,665.0,16.0,20.05,32.0,,2.0,56.0,30.4,100.0,,premium (legacy),,NULL,ES,Tablet,chrome mobile,Non-binary,Student,Married,PhD,05/26/2024,invalid date,2026-08-24,Could be better,FLASH50,unknown,Inactive,MST,Yes,null,,???,,,???,null,,null,N/A,missing,,null,value_6,,,null,unknown,null,,unknown,???,N/A,unknown,value_5,???,value_4,???,null,???
,97.4,686.0,12.0,169.13,16.0,84.68,0.0,1.0,39.6,100.0,37.1,Enterprise,Credit Card,NULL,N/A,Android Phone,Chrome,Prefer not to say,pt,NULL,ms,21/06/2024,2026-02-20 20:20:27,NULL,★★★★☆,None,Google,NULL,MST,false,unknown,???,,???,null,value_1,NaN,,null,,N/A,unknown,???,unknown,,value_6,NaN,,null,???,unknown,missing,N/A,,null,NaN,,NaN,???,unknown
55.0,46.0,741.0,12.0,,64.0,91.68,7.0,1.0,23.4,18590.212121776745,0.6,Standard,PayPal,basic+,,,safari (old),M,pt,,Associate,"Jun 30, 2025",2026-04-12 20:20:27,04/13/2026,null,INVALID,Facebook,pending,N/A,unsubscribed,,value_5,N/A,unknown,missing,value_4,null,missing,missing,unknown,missing,unknown,unknown,N/A,???,null,,???,,null,N/A,NaN,NaN,null,,unknown,,NaN,N/A,???
29.0,57.4,712.0,,5.0,107.0,134.36,1.0,,38.4,337.8,,,Credit Card,Trial,UK,PC,Edge,F,Self-employed,single (never married),Bachelor's,2026-01-18,2026-02-04 20:20:27,2026-01-22,meh,None,,Suspended,PST,T,value_2,N/A,value_10,,null,N/A,NaN,,NaN,???,missing,???,???,???,missing,NaN,missing,missing,NaN,???,???,unknown,unknown,NaN,null,unknown,???,value_3,N/A,value_7
53.0,61.2,618.0,13.0,11.94,0.0,,,1.0,38.8,353.11,,premium (legacy),,Pro,UK,,chrome mobile,F,Full-time,NULL,Associate,,2026-04-17 20:20:27,NULL,★★★★☆,None,Podcast,pending,MST,subscribed,N/A,unknown,???,value_2,NaN,null,N/A,,NaN,value_4,missing,null,null,unknown,N/A,???,unknown,N/A,unknown,???,,N/A,,,,???,value_1,NaN,,
47.0,270.8,630.0,,39.94,12.0,5.32,,,15.2,100.0,58.1,null,crypto,expired,,Desktop,Safari,F,Student,Married,,"Jun 17, 2025",2026-03-08 20:20:27,2027-02-28,meh,SAVE20,Facebook,Active,AST,No,NaN,unknown,???,???,,NaN,,???,,NaN,value_9,N/A,value_1,N/A,N/A,unknown,null,???,null,,value_8,unknown,,null,???,unknown,,null,,???
51.0,21.1,663.0,10.0,23.97,,74.16,0.0,11.0,54.0,,19.1,Enterprise,Bank Transfer,Basic,UK,Tablet,unknown,,Part-time,Single,ms,20251122,2026-03-02 20:20:27,20260507,Great product!,WELCOME10,Facebook,active?,GMT,,N/A,,N/A,NaN,,,unknown,,,NaN,,???,value_7,null,missing,N/A,N/A,unknown,unknown,unknown,N/A,NaN,missing,N/A,missing,,,N/A,unknown,value_7
57.0,,634.0,13.0,19.82,,31.87,1.0,1.0,28.7,,30.1,Enterprise,Cash,Enterprise,IN,Mobile,null,female,Unemployed,single (never married),PhD,20240717,2026-01-23 20:20:27,10/19/2026,WILL NEVER BUY AGAIN,expired,Podcast,Active,,No,,unknown,NaN,unknown,???,missing,unknown,missing,unknown,,,missing,???,,unknown,,N/A,N/A,null,unknown,unknown,null,missing,,,unknown,???,???,,unknown
59.0,47.6,,14.0,22.76,66.0,,4.0,1.0,38.4,3285.03,39.5,Budget,PayPal,Trial,DE,laptop,safari (old),,Student,NULL,bs,,2026-03-18 20:20:27,05/22/2026,,,,,AST,subscribed,missing,N/A,,unknown,unknown,N/A,,missing,,N/A,,value_10,unknown,???,N/A,null,???,unknown,value_6,,unknown,N/A,,missing,???,unknown,null,missing,N/A,missing
19.0,20.0,752.0,15.0,27.64,23.0,76.65,0.0,1.0,75.2,403.99,53.4,premium (legacy),NA,Pro,DE,PC,chrome mobile,Non-binary,Retired,,Some College,06/28/2024,2026-02-19 20:20:27,2026-09-09,Good service,SAVE20,,Churned,PST,,missing,N/A,missing,NaN,,,,,null,value_10,NaN,,value_4,NaN,,value_1,missing,unknown,,N/A,missing,???,NaN,,unknown,,unknown,NaN,unknown,N/A
55.0,39.6,653.0,13.0,52.86,,25.34,4.0,2.0,38.2,459.64,46.3,N/A,Credit Card,Pro,US,PC,Chrome,Prefer not to say,ft,Married,ms,"May 31, 2024",invalid date,NULL,👍,None,direct,NULL,MST,,,NaN,NaN,unknown,???,null,NaN,missing,unknown,missing,,unknown,N/A,NaN,null,null,missing,value_4,???,value_2,unknown,,???,NaN,N/A,NaN,,???,NaN,NaN
55.0,49.9,671.0,23.0,,,63.59,0.0,5.0,11.3,100.0,11.5,Budget,Cash,Enterprise,IN,Mobile,Opera,NA,ft,Divorced,Bachelor's,"Aug 06, 2025",2026-03-31 20:20:27,NULL,,SAVE20,,active?,GMT,T,???,N/A,,,NaN,N/A,value_9,???,null,,value_7,,value_7,N/A,NaN,NaN,null,NaN,NaN,missing,,NaN,,missing,unknown,null,???,,null,???
,20.0,774.0,18.0,5.0,18.0,,1.0,1.0,22.8,3533.57,48.2,,PayPal,NULL,es,Desktop,Edge,M,ft,single (never married),PhD,,2026-04-14 20:20:27,20270123,NaN,,Friend,deleted,EST,subscribed,null,null,null,,N/A,unknown,unknown,null,missing,???,value_10,???,NaN,missing,???,???,null,N/A,NaN,,,value_3,unknown,,N/A,null,,value_5,null,???
61.0,,709.0,14.0,17.94,65.0,15.55,0.0,9.0,27.2,,81.8,Standard,,?,,,Opera,male,pt,single (never married),PhD,10/13/2024,2026-02-14 20:20:27,28/11/2026,👍,expired,Friend,deleted,,false,,NaN,unknown,NaN,value_6,???,unknown,null,value_8,null,NaN,unknown,N/A,N/A,value_10,value_1,null,value_9,null,null,missing,???,missing,missing,null,missing,unknown,value_9,,null
83.0,56.8,628.0,16.0,,1.0,,,2.0,,174.96,57.0,null,Bank Transfer,Trial,it,Android Phone,Edge,F,student,Single,hs,2026-01-05,2026-02-21 20:20:27,NULL,Could be better,,Podcast,deleted,EST,subscribed,???,,???,N/A,,NaN,???,,,missing,N/A,,unknown,,value_1,???,null,unknown,NaN,???,N/A,???,N/A,value_4,value_5,value_8,null,,,missing
,,687.0,18.0,,11.0,92.75,4.0,,26.5,796.34,7.0,N/A,,Enterprise,ES,Desktop,Opera,MALE,Full-time,Widowed,High School,"Jan 30, 2026",invalid date,22/10/2026,not bad,FLASH50,Friend,deleted,,T,,null,???,,missing,,,missing,N/A,value_3,unknown,unknown,???,value_2,???,value_2,value_9,N/A,NaN,,N/A,,unknown,unknown,N/A,unknown,???,NaN,,null
29.0,22.6,,,63.41,,231.07,1.0,36.0,28.7,,96.5,Premium,Cash,basic+,ES,PC,chrome mobile,,Part-time,single (never married),Bachelor's,02/08/2026,invalid date,26/12/2026,,,unknown,deleted,EST,0,unknown,missing,,N/A,???,missing,null,N/A,???,,NaN,value_3,N/A,NaN,NaN,,missing,N/A,missing,,???,value_1,,null,value_1,missing,N/A,missing,???,
28.0,21.3,661.0,13.0,56.07,39.0,54.22,8.0,3.0,35.7,701.83,,premium (legacy),,Enterprise,ca,laptop,Safari,F,Unemployed,,ms,2025-06-14,invalid date,NULL,Good service,None,Friend,Active,,subscribed,NaN,???,,N/A,value_2,NaN,NaN,value_1,NaN,,???,missing,missing,null,unknown,???,,unknown,value_2,N/A,???,null,,???,N/A,missing,value_7,missing,,missing
42.0,68.8,685.0,16.0,34.4,18.0,,1.0,,34.8,135.96,3.0,Enterprise,NA,?,DE,Desktop,Firefox,male,ft,Single,,08/04/2025,2026-03-29 20:20:27,13/01/2026,Good service,,unknown,NULL,HST,,value_3,N/A,,N/A,???,missing,N/A,N/A,null,NaN,N/A,null,???,missing,value_3,N/A,N/A,value_2,missing,,,unknown,null,value_1,unknown,missing,,null,value_9,missing
,,608.0,19.0,37.32,0.0,373.25,,2.0,,294.81,31.6,,NA,Basic,UK,???,Safari,,Part-time,,Master's,,2026-04-11 20:20:27,"Mar 07, 2026",Too expensive,FLASH50,direct,NULL,MST,subscribed,unknown,value_4,,null,unknown,value_5,value_1,null,,N/A,missing,,,???,,,unknown,missing,unknown,N/A,,,unknown,???,missing,,unknown,null,N/A,
44.0,20.0,713.0,13.0,16.84,21.0,85.98,,1.0,42.8,,45.2,premium (legacy),,Enterprise,UK,Desktop,chrome mobile,MALE,Self-employed,,High School,20241129,2026-04-11 20:20:27,NULL,Good service,INVALID,Facebook,Inactive,AST,false,???,null,null,N/A,,???,,,value_5,missing,NaN,,value_6,,value_3,missing,???,N/A,NaN,N/A,,???,,NaN,null,N/A,missing,,,N/A
,20.0,669.0,13.0,,20.0,155.18,9.0,,39.4,3367.21,20.0,Premium,NA,Trial,IT,PC,safari (old),,N/A,,,20250523,2026-03-02 20:20:27,11/13/2025,N/A,SAVE20,Twitter,pending,MST,T,,null,missing,???,null,,value_5,null,N/A,missing,null,null,missing,NaN,missing,N/A,???,null,,,,missing,,???,unknown,missing,missing,value_5,N/A,
39.0,28.6,770.0,12.0,,12.0,146.58,,1.0,26.1,477.83,,Enterprise,??,?,CA,Mobile,Edge,FEMALE,N/A,Married,Associate,03/12/2025,2026-02-19 20:20:27,NULL,So-so,,,Suspended,,No,NaN,unknown,N/A,N/A,,value_7,unknown,value_2,missing,value_8,value_10,,unknown,null,null,NaN,unknown,,,missing,???,value_9,,missing,NaN,value_3,,,N/A,N/A
40.0,20.0,,11.0,,13.0,,0.0,4.0,12.7,219.14,15.8,premium (legacy),Credit Card,Free,AU,Mobile,Edge,,N/A,Divorced,Master's,08/06/2025,2026-02-02 20:20:27,NULL,meh,None,N/A,deleted,CST,0,null,,unknown,missing,???,missing,missing,,,null,null,,N/A,,missing,missing,unknown,???,null,value_5,,null,NaN,,missing,,,null,missing,NaN
28.0,169.8,696.0,,12.17,,8.22,1.0,10.0,,3972.95,97.9,Unknown,NA,basic+,CA,Tablet,Firefox,FEMALE,Unemployed,Divorced,High School,15/07/2024,2026-01-23 20:20:27,NULL,meh,WELCOME10,,Inactive,CST,true,,null,???,null,unknown,,null,unknown,value_3,???,,value_6,null,???,N/A,value_10,value_10,value_10,value_2,value_8,null,,unknown,missing,value_5,???,null,unknown,value_6,null
29.0,177.2,671.0,,59.98,18.0,119.73,5.0,1.0,33.3,100.0,,null,??,Basic,DE,laptop,null,M,Part-time,Widowed,phd,,2026-03-09 20:20:27,"Mar 08, 2027",N/A,expired,unknown,NULL,N/A,No,null,value_7,NaN,unknown,NaN,value_5,,NaN,,,???,NaN,,value_1,null,unknown,unknown,NaN,value_4,value_1,???,unknown,NaN,,N/A,null,???,N/A,null,
48.0,59.5,641.0,25.0,27.64,48.0,80.63,,1.0,49.5,963.77,4.0,Budget,NA,expired,FR,laptop,unknown,,Full-time,Widowed,hs,19/01/2025,invalid date,20260518,Good service,FLASH50,Facebook,Inactive,unknown,subscribed,???,missing,NaN,missing,null,N/A,,,unknown,???,N/A,null,???,???,N/A,missing,???,NaN,null,null,,,,missing,,missing,N/A,unknown,,null
62.0,85.0,726.0,19.0,,,,1.0,9.0,34.9,,60.4,N/A,Bank Transfer,Pro,??,???,safari (old),male,full-time,,Associate,10/19/2024,invalid date,27/10/2025,meh,FLASH50,Podcast,Inactive,UTC,subscribed,NaN,,null,null,value_6,,null,NaN,value_8,NaN,N/A,unknown,null,,N/A,missing,missing,value_9,,null,NaN,missing,missing,value_9,NaN,,,null,missing,NaN
51.0,20.0,634.0,18.0,11.34,34.0,,2.0,156.0,48.9,100.0,31.5,Premium,Bank Transfer,basic+,FR,Android Phone,Firefox,M,Part-time,separated,Bachelor's,,2026-02-25 20:20:27,"Jul 21, 2026",So-so,FLASH50,N/A,Active,CST,1,value_4,value_6,null,missing,N/A,,N/A,value_8,value_3,NaN,unknown,,value_2,,unknown,unknown,???,,unknown,missing,null,null,,null,value_1,,,missing,value_1,
18.0,,696.0,11.0,17.59,1.0,,2.0,,44.6,615.19,68.4,Unknown,crypto,Free,,laptop,safari (old),M,Student,Divorced,hs,20250727,2026-02-27 20:20:27,02/04/2026,So-so,INVALID,unknown,active?,CST,,,unknown,value_6,,value_2,unknown,NaN,value_6,,???,,missing,N/A,???,null,???,???,???,null,,N/A,unknown,,missing,N/A,???,unknown,,NaN,NaN
57.0,,633.0,12.0,19.26,0.0,55.51,,2.0,24.3,710.98,,Standard,Credit Card,expired,CA,Android Phone,chrome mobile,NA,?,,Associate,2025-03-23,2026-02-19 20:20:27,NULL,★★★★☆,INVALID,N/A,pending,HST,true,missing,value_10,N/A,null,???,value_6,???,value_2,NaN,value_2,NaN,???,N/A,unknown,null,null,unknown,unknown,value_6,,,null,value_5,NaN,,NaN,value_10,missing,missing,NaN
,26.2,667.0,9.0,13.9,,,12.0,1.0,45.8,2727.28,36.4,Premium,Credit Card,Trial,DE,Desktop,Safari,Prefer not to say,Student,Divorced,,,2026-04-11 20:20:27,NULL,Terrible support,,,pending,EST,true,N/A,,value_7,N/A,???,N/A,NaN,value_9,NaN,unknown,null,,N/A,,missing,missing,missing,null,unknown,value_5,NaN,null,???,unknown,missing,NaN,unknown,N/A,,value_3
63.0,62.0,690.0,19.0,,,14.4,2.0,200.0,31.1,476.62,4.6,Standard,??,?,FR,laptop,Safari,,Unemployed,Divorced,Some College,02/28/2026,2026-01-22 20:20:27,2026-01-12,👍,WELCOME10,Google,NULL,GMT,T,unknown,???,???,???,???,???,null,missing,unknown,,missing,missing,NaN,N/A,,null,,null,N/A,,value_4,missing,,NaN,null,value_5,NaN,missing,N/A,missing
31.0,26.6,587.0,17.0,35.81,1.0,80.71,0.0,2.0,52.3,42868.24584652963,76.0,premium (legacy),crypto,expired,it,PC,null,,pt,separated,High School,2026-02-04,2026-02-17 20:20:27,20260121,,SAVE20,unknown,,CST,Yes,missing,NaN,missing,null,N/A,???,missing,NaN,missing,unknown,,,unknown,,missing,value_10,NaN,missing,unknown,N/A,N/A,missing,,value_3,unknown,unknown,???,???,N/A,
38.0,3518.0434771836976,675.0,13.0,126.44,18.0,118.2,0.0,2.0,33.0,486.43,42.8,N/A,??,NULL,DE,Mobile (iOS),Opera,NA,?,separated,Associate,2025-10-16,invalid date,NULL,,SAVE20,unknown,NULL,CST,T,,,NaN,NaN,,,,null,N/A,NaN,???,N/A,unknown,???,null,null,,missing,???,???,unknown,N/A,unknown,null,value_6,NaN,value_7,???,???,
24.0,111.2,731.0,13.0,471.48,9.0,124.5,0.0,,24.5,486.34,6.7,Premium,Bank Transfer,Free,us,PC,Chrome,female,Full-time,,hs,2024-09-08,2026-02-23 20:20:27,11/11/2026,,FLASH50,,,PST,,NaN,,,unknown,missing,null,,,missing,missing,null,???,,null,,,null,N/A,value_3,unknown,???,missing,missing,missing,unknown,,,N/A,null,
32.0,20.0,689.0,22.0,28.57,37.0,,3.0,6.0,33.3,1221.69,33.0,premium (legacy),Cash,expired,AU,PC,chrome mobile,Non-binary,Student,NULL,PhD,"Dec 27, 2024",2026-03-16 20:20:27,2026-10-08,👍,SAVE20,Facebook,Churned,PST,true,NaN,missing,null,???,???,,value_4,N/A,unknown,NaN,???,,N/A,,missing,,,???,null,null,missing,,unknown,null,unknown,value_2,,N/A,null,missing
33.0,72.8,693.0,23.0,22.17,2.0,89.41,6.0,33.0,39.8,614.36,68.4,Enterprise,,Basic,IT,Android Phone,null,Non-binary,Self-employed,Divorced,ms,07/16/2024,2026-03-23 20:20:27,2026-12-30,WILL NEVER BUY AGAIN,expired,,Churned,CST,Yes,N/A,unknown,value_8,,value_4,N/A,value_6,missing,NaN,,unknown,null,missing,NaN,unknown,NaN,N/A,,,unknown,value_7,unknown,,null,N/A,,,null,null,
39.0,34.0,650.0,15.0,34.23,15.0,18.13,0.0,5.0,,2938.46,59.1,Enterprise,crypto,NULL,it,Desktop,unknown,male,Part-time,single (never married),PhD,2025-04-05,2026-04-18 20:20:27,"Sep 07, 2026",not bad,FLASH50,Google,pending,GMT,1,value_4,value_3,N/A,unknown,NaN,value_5,N/A,unknown,missing,,unknown,,value_5,missing,???,,null,N/A,N/A,???,null,unknown,unknown,,missing,???,???,null,,???
68.0,23.4,679.0,11.0,82.39,58.0,,,,48.8,103.3,89.7,Premium,,basic+,IN,Tablet,Safari,M,?,Widowed,High School,2025-02-25,2026-04-03 20:20:27,"Dec 18, 2026",meh,??,Podcast,,EST,F,,value_7,???,,N/A,,???,value_4,,null,value_9,null,???,NaN,???,,N/A,value_4,N/A,,N/A,unknown,value_4,unknown,,,unknown,missing,???,NaN
35.0,26.4,707.0,16.0,234.57,4.0,372.02,3.0,,28.3,287.89,87.5,Budget,crypto,Free,BR,PC,Chrome,MALE,N/A,,High School,2024-10-14,2026-03-24 20:20:27,"Feb 18, 2026",★★★★☆,None,,deleted,UTC,,NaN,missing,,value_9,N/A,,value_9,,unknown,missing,null,,unknown,N/A,???,null,unknown,,unknown,null,,unknown,value_7,missing,value_6,,,???,missing,N/A
,43.2,685.0,,,7.0,,2.0,,43.4,100.0,,Enterprise,Cash,expired,,Tablet,chrome mobile,,Unemployed,single (never married),Master's,"Feb 10, 2026",2026-04-16 20:20:27,2026-07-26,Terrible support,FLASH50,Email,NULL,MST,T,???,,missing,,,value_4,missing,missing,null,,N/A,NaN,null,,,???,value_3,???,missing,,,,null,???,unknown,,missing,null,missing,
51.0,69.3,728.0,18.0,66.32,,254.1,0.0,,,3596.27,71.3,Standard,??,Pro,US,Mobile,Safari,,Student,separated,hs,2025-01-17,2026-02-17 20:20:27,"Nov 16, 2025",★★★★☆,None,unknown,Suspended,N/A,false,,,,NaN,???,,missing,N/A,null,???,unknown,unknown,null,???,N/A,unknown,missing,,N/A,missing,missing,value_8,???,NaN,missing,???,,???,NaN,NaN
57.0,122.2,718.0,14.0,8.77,,189.74,0.0,5.0,,258.33,87.5,Budget,NA,Basic,CA,???,Edge,FEMALE,pt,single (never married),PhD,01/13/2025,invalid date,2027-01-15,WILL NEVER BUY AGAIN,None,,Inactive,CST,subscribed,,,value_9,missing,unknown,,,value_1,null,N/A,NaN,NaN,,N/A,N/A,null,N/A,value_10,null,???,???,???,???,N/A,missing,,value_3,N/A,,missing
,557.8649031889639,736.0,15.0,19.0,0.0,,0.0,4.0,34.0,3557.01,64.1,Unknown,crypto,Trial,BR,Desktop,null,MALE,retired,NULL,hs,20241127,2026-01-30 20:20:27,2027-01-07,★★★★☆,expired,Friend,Inactive,N/A,,,???,,missing,value_8,NaN,???,,missing,unknown,NaN,N/A,NaN,N/A,N/A,N/A,???,???,N/A,N/A,,NaN,,,missing,,N/A,,???,NaN
54.0,25.4,651.0,18.0,17.97,,67.06,,1.0,,14502.47,84.0,Budget,??,Basic,n/a,Tablet,Chrome,M,ft,NULL,Associate,,invalid date,20/10/2026,★★★★☆,,Facebook,Inactive,AST,,null,null,null,null,???,,N/A,???,NaN,missing,value_9,,???,unknown,unknown,NaN,N/A,N/A,N/A,???,???,,null,value_3,???,NaN,NaN,null,NaN,
,20.0,711.0,,7.82,3.0,82.87,,,52.4,200.38,,Enterprise,??,basic+,DE,Android Phone,Firefox,female,?,,bs,2025-06-04,invalid date,16/06/2026,,expired,Facebook,NULL,MST,false,N/A,unknown,null,value_10,missing,NaN,value_6,value_4,,,value_10,unknown,N/A,unknown,,,unknown,null,value_9,???,???,missing,N/A,missing,value_3,null,???,???,???,
47.0,239.5,,15.0,,12.0,,4.0,2.0,27.9,280.87,17.8,premium (legacy),Credit Card,Basic,FR,Mobile,Safari,FEMALE,Self-employed,Widowed,ms,2025-07-09,invalid date,2026-01-18,meh,??,Friend,deleted,EST,T,NaN,missing,,value_1,,NaN,missing,???,,null,???,missing,value_5,???,missing,N/A,,missing,,,NaN,null,N/A,NaN,value_4,NaN,value_10,,value_7,NaN
36.0,191.3,621.0,16.0,26.95,15.0,74.31,,2.0,16.4,188.18,,Standard,Bank Transfer,NULL,BR,???,Safari,female,full-time,,bs,"Jul 08, 2024",2026-03-04 20:20:27,NULL,Could be better,,Google,Active,,,unknown,,null,unknown,NaN,,NaN,unknown,NaN,null,,???,,,,,value_5,unknown,???,null,null,N/A,null,unknown,value_4,value_8,,NaN,???,unknown
55.0,59.1,706.0,17.0,88.06,60.0,19.11,1.0,1.0,38.5,1184.74,78.0,Budget,??,expired,??,Android Phone,unknown,female,unemployed,,PhD,18/04/2026,2026-03-22 20:20:27,01/07/2026,Could be better,None,,deleted,,false,value_5,,,???,null,NaN,,???,unknown,,???,null,???,null,missing,???,NaN,value_4,NaN,,unknown,,,,NaN,NaN,???,NaN,NaN,null
41.0,302.2453130988628,,15.0,10.2,39.0,174.98,1.0,1.0,33.7,293.62,84.4,,PayPal,basic+,FR,Tablet,Edge,M,full-time,,ms,03/20/2025,2026-03-19 20:20:27,"Nov 21, 2025",NaN,FLASH50,Facebook,deleted,GMT,subscribed,null,NaN,,NaN,,,,NaN,null,missing,value_10,???,,,,value_5,,NaN,missing,???,,,,value_5,value_9,N/A,unknown,missing,,
44.0,112.6,577.0,15.0,63.62,3.0,75.15,0.0,,30.6,162.14,18.5,Premium,crypto,Enterprise,JP,laptop,Firefox,,Unemployed,Married,Some College,2024-11-07,2026-03-14 20:20:27,20260427,★★★★☆,None,Twitter,NULL,unknown,Yes,value_10,missing,value_1,missing,value_5,,???,,value_4,???,???,missing,,N/A,,value_9,,unknown,value_1,NaN,,N/A,N/A,,value_5,value_4,NaN,,null,
48.0,33.0,633.0,12.0,13.63,5.0,49.06,4.0,49.0,36.1,715.5,,Budget,NA,Trial,au,Tablet,null,MALE,ft,single (never married),High School,2026-03-01,2026-03-20 20:20:27,NULL,Could be better,expired,unknown,Inactive,AST,true,missing,value_4,null,???,unknown,???,null,N/A,N/A,N/A,,null,NaN,missing,,null,NaN,,unknown,null,NaN,???,,,missing,value_5,NaN,???,,value_7
18.0,21.2,649.0,19.0,25.83,13.0,230.48,,1.0,59.6,,85.5,premium (legacy),Credit Card,basic+,CA,Android Phone,Opera,female,Part-time,separated,Bachelor's,"Jun 19, 2025",invalid date,"Apr 10, 2027",Good service,INVALID,direct,deleted,CST,false,,value_8,,null,value_3,value_4,missing,???,???,null,N/A,null,unknown,missing,value_9,???,value_4,missing,???,value_6,,,null,N/A,value_10,,,,unknown,
,,699.0,19.0,17.21,2.0,87.44,,1.0,,204.6,,Premium,,Enterprise,,???,safari (old),,pt,Single,High School,2026-02-10,2026-03-10 20:20:27,NULL,Too expensive,,N/A,active?,UTC,,null,null,NaN,null,N/A,null,NaN,NaN,???,N/A,unknown,???,???,NaN,null,unknown,missing,missing,unknown,null,value_2,,,unknown,???,,value_1,unknown,,N/A
22.0,46.8,641.0,18.0,5.0,57.0,20.86,,3.0,34.0,48842.58751563174,58.4,Premium,,Enterprise,??,laptop,Edge,Prefer not to say,pt,Divorced,Some College,22/02/2026,2026-03-26 20:20:27,20260803,★★★★☆,SAVE20,Facebook,,UTC,T,unknown,N/A,value_2,unknown,N/A,,NaN,missing,N/A,null,missing,null,,,NaN,value_6,missing,,unknown,unknown,,missing,NaN,NaN,value_1,NaN,missing,,value_1,N/A
42.0,27.4,706.0,,,20.0,75.76,1.0,1.0,,2486.13,82.2,null,Credit Card,Enterprise,BR,Tablet,unknown,F,?,Widowed,Some College,2025-07-17,2026-04-03 20:20:27,"Aug 26, 2026",So-so,FLASH50,Podcast,Suspended,HST,1,missing,missing,null,missing,NaN,,???,,null,value_7,N/A,value_1,value_8,,,,value_6,N/A,value_5,,null,,NaN,,NaN,N/A,N/A,NaN,NaN,N/A
34.0,20.0,763.0,10.0,78.52,66.0,,0.0,1.0,31.3,216.53,64.7,Standard,,Basic,IN,Mobile (iOS),Firefox,F,Student,Widowed,ms,26/11/2024,2026-03-12 20:20:27,"Jan 06, 2027",Too expensive,??,,Churned,PST,T,missing,NaN,unknown,missing,missing,N/A,null,unknown,null,,missing,unknown,NaN,???,NaN,missing,???,value_3,,value_8,,missing,N/A,value_8,missing,NaN,value_10,NaN,missing,???
52.0,20.0,624.0,17.0,57.06,0.0,55.1,1.0,2.0,,907.47,54.6,premium (legacy),PayPal,NULL,ES,Desktop,Edge,M,ft,,bs,11/10/2024,2026-04-13 20:20:27,20260606,NaN,SAVE20,unknown,,CST,F,???,N/A,???,,???,N/A,null,N/A,,null,NaN,value_10,missing,,value_7,unknown,value_6,N/A,unknown,value_5,,unknown,null,null,null,N/A,null,,value_9,???
35.0,,602.0,24.0,27.31,4.0,,1.0,,26.5,382.68,12.6,Premium,NA,Trial,FR,Mobile (iOS),Safari,female,student,Divorced,Bachelor's,20241012,invalid date,2026-11-12,Could be better,FLASH50,Friend,Inactive,CST,true,,,,,value_5,N/A,???,value_7,unknown,,???,N/A,unknown,value_5,N/A,NaN,???,N/A,missing,NaN,N/A,N/A,NaN,???,unknown,N/A,???,,???,
